team names,series number,filename,name,description,gender,attributes,uuid,hash
,246,ukwu-nengi,ukwu nengi,Well endowed woman who will always make heads turn.,Female,"hair: dark brown; eyes: black and grey; teeth: none; clothing: orange, blue, yellow and black ankara; accessories: none; expression: straight faced; strength: smart; weakness: cunny",32a9fc99-8b86-407d-9d66-2c9aaa8200e8,da1f729eebcc65d0068dc70c73d6e713effad68743d93485c215e2e3898f2d9b
,247,nonso-malay,nonso malay,Nonso Malay is an enterprising man who made his fortune after he travelled abroad.,Male,hair: orange; eyes: squint; teeth: none and moustache; clothing: agbada; accessories: none; expression: mischevious smile; strength: action person; weakness: doesn't trust anyone,573f741e-7dfd-4145-a532-2cbf0194c5bd,10c0a2c63c340d4a48fbb8299fe7950074883975a3ccce4d6bd773aaa94c2d06
,248,saro-texaco,saro texaco,An oil tycoon who dominates.,Male,hair: none; eyes: black; teeth: white; clothing: agbada; accessories: cap; expression: smiling; strength: negotiations; weakness: stingy,ba8a51d0-24d6-43fe-bf56-12eb50f6fc4a,8df609672da572f541ac55f6b5688454a63fb803327aa4ee9a028b6fd2ccf714
,249,akpos-agbero,akpos agbero,A Warri boy always in the mood for violence.,Male,hair: none; eyes: black; teeth: rabbit front teeth; clothing: brown polo and blue pinafore; accessories: cap; expression: angry; strength: physically fit; weakness: short-tempered,70875603-9e90-467f-9d44-af15f71b70e9,b681ce6bac19ada494f5804aa9e1372ef5a3a3bbe7a602b36ee76509cf358301
,250,kasali-danfo,kasali danfo,A danfo driver popular for his positive outlook of life.,Male,hair: none; eyes: black; teeth: missing two front teeth; clothing: green polo and blue pinafore; accessories: chewing stick and bandana; expression: hopeful; strength: optimistic; weakness: over promises a lot,afaa2a41-1bc0-47bf-acef-d9638d6c5369,1d7981f89e22e29c485309a3afb90bd853693453c4056d55ca8421dfe3efeced
,251,osaz-benz,osaz benz,Osaz benz is an Edo born car dealer who buys only Mercedes Benz cars for his clients.,Male,hair: red; eyes: black; teeth: gold tooth; clothing: white polo and blue pinafore; accessories: none; expression: unamused; strength: technology savy; weakness:reckless,a11e8485-d8dd-4970-b0d3-cde7ab9f53e3,6415d81b3617119ee7c965c8b6318bc2fc7239c14b8a5bf213a817f5e0563672
,252,kareem-kasanova,kareem kasanova,Abuja big boy; he has sweet mouth for wooing ladies.,Male,hair: none; eyes: black; teeth: none; clothing: agbada; accessories: bubble gum and cap; expression: charming; strength: chivalry; weakness: unfaithful,9b765dd9-5d2f-4050-9583-4200e4b2d5d4,89646fabd5de344560f1444597eb7817708af3ede0f560dd8452705136e298ee
,253,mayor-of-uyo,mayor of uyo,Essien is a top Lagos businessman who hails from Uyo.,Male,hair: none; eyes: cyan and left side eyed; teeth: none; clothing: chieftancy; accessories: candy bar; expression: joyful; strength: wealthy; weakness: loves women a lot,6ae4ca87-8d71-48e5-8098-fc5241a0ba36,76e30ce67db323d2d0e4c6d7d606896d6ab3598e7498b554337c8e9371e4573f
,254,chinedu-china,chinedu china,An Nnewi blooded spareparts importer and exporter with goods from china.,Male,hair: none; eyes: cyan; teeth: none; clothing: wrapper; accessories: none; expression:smirking; strength:business acumen; weakness:brags a lot,76a09cf1-b5fd-4bc0-bf61-0c0b9024b264,19d3a1a7dbc2b2be86522c17025cb03502b7cd415d1fa45ec02ad663a2d3c97e
,255,papa-ekene,papa ekene,The oldest man of the Akwauzu clan.,Male,hair: none; eyes: black; teeth: missing two teeth; clothing: ankara native top; accessories: chewing stick; expression: lighthearted; strength: wisdom; weakness: talks too much,8b8d34d0-3d41-4170-aa3f-755beae83b00,9add6d8eef67efe4b8f8978f645a594f8fe50cf1f2d2ffe11c5763a8e0b7436d
,256,ogbeni-rauf,ogbeni rauf,Minister of enjoyment for Freedom state.,Male,hair: none; eyes: squint; teeth: gold tooth; clothing: agbada; accessories: cap; expression: grinning; strength: persuasive speaker; weakness: manipulative,048f1180-33be-4a58-881e-22e7f0f96455,5cdd7ba2d541394c3678dfe41f0985dfd2889ac5c8c660f587e71f3d79705b93
,257,koffi-banku,koffi banku,He loves food so much and doesnt joke with his meal time.,Male,hair: orange afro hairstyle; eyes: azure and bold; teeth: missing two front teeth; clothing: wearing ankara print with white inner; accessories: none; expression: anticipating; strength: cooks well; weakness: always hungry for food,9699105f-607a-4c0b-81c0-373c6d35f4fe,08607481cad5d6a8b39251815b4fbd565b236d6fb433c20e9e3cf9a142a53dcc
,258,alhaji-bello,alhaji bello,Rich Hausa business mongul controlling half of cow production in Nigeria.,Male,hair: none; eyes: squinting; teeth: missing a front tooth; clothing: ankara agbada; accessories: cap; expression: smiling; strength: wealthy; weakness: dishonest,1f0839dd-b4c9-4adb-9328-a2b4ceff999b,a3f9726ce8b92950b5acbdc0f2cd28b611dac3a1de309b42ed918e2aef0ff0b8
,259,toju-mafejopami,toju mafejopami,Toju is a street hustler does not like stress.,Male,hair: none; eyes: closed; teeth: white with one gold tooth; clothing: yellow shirt with a blue jean pinafore; accessories: cap; expression: sleeping; strength: street smart; weakness: nonchalance,3c733806-3fd3-4c49-afd1-97f6a0802485,b295076e7225edc7f3bdf1b6ad422fbf99604060475b3cdb372625d1e1b2fdc5
,260,femi-maserati,femi maserati,Rich kid who resides in lekki; known by everybody because he drives a maserati.,Male,hair: none; eyes: black and side eyed; teeth: white; clothing: green polo and blue pinafore; accessories: bandana; expression: confident; strength: relatable and easily makes friends; weakness: shouts a lot,dc5bb7ae-6280-4038-a0cc-6f7ba98bc5cf,4661cbc790ade4dc560df48ba830fcdf2deedb6af5fb7a922101b6486dc70bae
TEAM POWERDRILL,261,paul-the-comedian,paul the comedian,Paul is a funny man; he always makes great jokes at parties.,Male,hair:black; eyes: glasses; teeth: none; clothing: black and yellow v neck; expression: cool; strength: trustworthiness; weakness: slow,f8112915-64ca-41e5-9ca4-5b60c47d7a01,06e6db4d955458bdb4881739d72029d1924379db2f1bde75e60d07b61ded3cc4
,262,amina-lagos-housewife,amina lagos housewife,Amina is always showing the rich housewife vibes.,Female,hair:red; eyes: blue; teeth: none; clothing: blue and yellow ankara; accessories: none; expression: straight face; strength: fashionista; weakness: exorbitant ,5612f542-d85e-4a2c-8661-20553dfd07bf,973f998e303962937dc5e80705a3c7d64475a3fa717f6b63c0242a66c2823522
,263,kiekie-the-asoebibella,kiekie the asoebibella,Kiekie is classfied as the life of the party.,Female,hair: purple; eyes: grey; teeth: none; clothing: blue and yellow ankara; accessories: none; expression: smile; strength: helpful; weakness: none,097014d5-0ef3-46f5-9a9b-5c01f70114b3,7e93dd61ac4542592eeeb9740a1e4d76e5ad457175d7cdaa07ced385af070966
,264,kunle-the-hunter,kunle the hunter,Kunle goes for the best and hits all his targets at bull's eye.,Male,hair:black; eyes: blue; teeth: none; clothing: one handed yellow ankara; accessories: none; expression: smile; strength: fast; weakness: cannot speak english,b0310fc2-4bed-48e5-abfc-566c964786d7,d38944e962b20fa6f0293ac0191a4a8097550c1ee1877f07f1aa3a5971f67183
,265,amara-the-hairstylist,amara the hairstylist,Amara is truly your one stop shop for all your hair & beauty needs.,Female,hair:purple; eyes: grey; teeth: none; clothing: multicolour ankara; accessories: none; expression: none; strength: multitasker; weakness: unfriendly,412345b9-7e04-4102-af7c-5458721ac64d,5751d691022bfff24d132cca4237b3ef62a1ade3f76d3837919cd41d5f1f34e3
,266,mary-nail-technician,mary nail technician,Mary makes magic with her press-on nails.,Female,hair:red; eyes: grey; teeth: none; clothing: multicolour ankara; accessories: none; expression: none; strength: hustler; weakness: uncoordinated,17ea9c3b-c90f-4023-84d6-d563c098b030,8a70f3b68258bc2820789be61018a3d4ae2f63a15e56789a9641da9bc9b2201e
,267,odogwu-oil-contractor,odogwu oil contractor,"From malaysia to kaduna, odogwu's oil is known.",Male,hair:black; eyes: black with glasses; teeth: none; clothing: brown and gold guniea; accessories: none; expression: none; strength: hustler; weakness: taking criticism ,b503bbfb-f972-4d4a-9352-e9dfe6671d36,84d885537b576fe30cea2ee51d0b67bc3a7dc7d81018893a0ef4d5ffe4b0e340
,268,simisola-the-kenteprincess,simisola the kenteprincess,Simisola rocks kente even in swim outfits.,Female,hair:brown; eyes: blue; teeth: none; clothing: multicolour yellow kente; accessories: none; expression: smiling; strength: patience; weakness: self-criticism,45843017-b421-4413-8e35-7a6ef073f2b9,eaf7617aa61cbd9a267618059008de3ffbc4c10cee89f5f268e1e4d3ff56b1fb
,269,mariam-beauty-queen,mariam beauty queen,Beauty is a fairy tale where mariam appears.,Female,hair:orange; eyes: grey; teeth: none; clothing: multicolour yellow kente; accessories: none; expression: straight face; strength: disciplined; weakness: inability to delegate,b7d96d97-84c2-485f-b60e-e4e86c4d3b34,fa823ded3d3c5b175bf08158724a12dc294e94802ce12e5f646ec5c721d0fa9c
,270,obinna-the-musician,obinna the musician,Obinna might never be an a-list artist.,Male,hair:black; eyes: black with glasses; teeth: none; clothing: red v-neck ankara; accessories: none; expression: none; strength: delegation; weakness: lack of experience,afdb0299-327c-46b2-9262-faf90f0fcd12,468e608a6381203ed1f595a639430fdc51581e5008e0f39c92935c205cabca63
,271,sandra-the-shybaby,sandra the shybaby,Sandra is a shy woman even at parties.,Female,hair:orange; eyes: blue; teeth: none; clothing: yellow off shoulder; accessories: none; expression: none; strength: friendly; weakness: shyness,bfed40a8-74f7-4ada-ae18-975130247efa,6de226ebbdaab4ff356837d18d1f6caf3b3ff04ff5964f66e4888e791d060939
,272,chiamaka-the-dancer,chiamaka the dancer,Chiamaka dances so well and earned the guinness world record.,Female,hair:black; eyes: grey; teeth: none; clothing: yellow off shoulder; accessories: none; expression: none; strength: creativity; weakness: lack of confidence,43c49497-8d7b-42ef-bb29-769f6c3b0ada,eccd40fa9632456073edab38aa7f35c60e3d4cc94367f2ea86a5169d816f7ce1
,273,mensah-fashion-icon,mensah fashion icon,Mensah outfits are always giving us christopher hemsworth vibes.,Male,hair:black; eyes: black with glasses; teeth: none; clothing: gold with kente; accessories: none; expression: none; strength: public speaking; weakness: lack of experience,87ada09b-38ac-475c-8d46-18680c2dc795,9fa7c65d3ec7adf689c81e1797f2cb513079170541661d3257dc0e768d499cf4
,274,lucy-the-fumigator,lucy the fumigator,Lucy is nicknamed the pest exterminator.,Female,hair:red; eyes: blue; teeth: none; clothing: multicolour ankara; accessories: none; expression: none; strength: determination; weakness: self-criticism,c7269d44-aab3-41e7-a54f-18a14f575a6b,4b52c1f80b528ce2ff30457c7067364d6f29de6ca275312bf0ae9739e4efb089
,275,nneka-wedding-planner,nneka wedding planner,Nneka plans the best weddings with great details.,Female,hair:brown braids; eyes: grey; teeth: none; clothing: multicolour ankara; accessories: none; expression: none; strength: hard worker; weakness:analytical skills,31ac6b7a-e378-4dc3-999d-b9e8d8473f99,1068dbf619c7924b233fa783a50d42bfcb1a42cbd6ef389567f5fa84ce7bb094
,276,shakira-the-gangster,shakira the gangster,Shakira is the most feared criminal.,Female,hair:brown braids; eyes: grey; teeth: none; clothing: gold and brown; accessories: none; expression: none; strength: intentional; weakness: rash in decision making,dbdc1351-aa07-46e2-935f-2db071b1b23d,f167ce183f4bef184842166a57d8f0ce0b1119123a774fd0a1dc3e1f85028de3
,277,lola-afropopping-princess,lola afropopping princess,Lola loves to lick lollipops like; she is everyones afropop queen.,Female,hair:brown afro; eyes: closed; teeth: none; clothing: black ankara; accessories: none; expression: none; strength: great communicator; weakness:writing,2f5cadae-e423-4478-8220-37b3ac144169,0c274f032029bc1fa646d6c8eb126504319d0cb963f08f7ec2a9cd6ffabeb2e9
,278,sharon-walking-dead,sharon walking dead,sharon cannot work under pressure; she is a soft babe.,Female,hair:dark brown; eyes: closed; teeth: open teeth; clothing: blue ankara; accessories: none; expression: loud; strength: people skills; weakness:empathy,1fc37341-7dd1-480c-a01b-a63bee0a2230,88a9863f600530afbc4082742b3c5926e4001f7bcbd1bb3b2130a4da4e38f11a
,279,olivia-great-teacher,olivia great teacher,Students enjoys olivia's classes.,Female,hair:dark brown; eyes: closed; teeth: none; clothing: multicolour ankara; accessories: none; expression: none; strength: empathy; weakness: computer literacy ,cfc4419e-bd46-40f6-9654-632ac1138ff1,4e74a60004f5a2e5345460dec851a0b49cd37a382bd6e214bd28effb4b0c5fc1
,280,nicole-sleep-warrior,nicole sleep warrior,"Nicole holds the sleep award in our community, she wouldn't wake up at the sound of a detonated nuclear bomb.",Female,hair:black; eyes: closed; teeth: none; clothing: multicolour ankara with red base; accessories: none; expression: none; strength: leadership; weakness: initiative ,710ae821-4603-4124-bd60-a33b515b3b8d,c3d58ca5c11d1edafcad179aa476000d705ac8d74391bd5f72cb304ad683eff7
TEAM HYDRAULICS,281,busola-the-shakara,busola the shakara,She is a fashion icon that loves luxurious items.,Female,hair: brown; eyes: shades; teeth: closed; clothing: yellow and blue ankara; accessories: shades; expression: passive; strength: confident; weakness: over spending,ec4a855a-5ceb-4f1b-bbd7-a995aa45e875,5e4fabc98b910150c8e80cc160d3f041f8e964b71f9810ac0b7cd1a15311a854
,282,bella-the-artist,bella the artist,A lady that host a fashion week show,Female,hair: blond; eyes: shades; teeth: closed; clothing: black and yellow ankara; accessories: shades; expression: straight face; strength: creativity; weakness: perfectionist,48772412-dacb-4984-9e82-8d24fe101265,ae10d0758a7eff6b1b432bea8fd2f265c79997efcf40b291206aabceabe19bde
,283,queen-the-extrovert,queen the extrovert,A woman who enjoys being high all the time,Female,hair: brown; eyes: shades; teeth: closed; clothing: multi colored ankara; accessories: shades and smoking pipe; expression: sassy; strength: self assured; weakness: conceited,1712532a-20d9-4ccb-8582-bffd76c9fb67,83fef76dca09e13658c7213a67c372aef80e0d1356e8aedd84c2c5e13bea0983
,284,mary-toxic-lady,mary toxic lady,A lady who is toxic around people,Female,hair: two buns; eyes: shades; teeth: white; clothing: animal prints; accessories: shades; expression: angry; strength: bully; weakness: insecurity,bc31af8d-c45d-4797-adfc-596fb22e4e3a,5c454d406ac8898a07f2c2bd190273e88ed1feef8485c3156268e5f80da9294d
,285,elizabeth-the-richkid,elizabeth the richkid,A university undergraduate from a rich background,Male,hair: blond; eyes: shades; teeth: closed; clothing: blacktop; accessories: shades; expression: straight face; strength: wealth; weakness: lack of real friends,21fad782-1b6f-4c2d-b157-9fdb9355c876,5069c335b4a4ea1749fa347a6b89c56bfbf735034d0313a2908af77d03659c91
,286,larry-the-westerner,larry the westerner,A Yoruba Man who smokes his pipe in peace,Male,hair: covered; eyes: white; teeth: closed; clothing: purple and yellow agbada; accessories: cap and smoking pipe; expression: passive; strength: likes to be in control; weakness: lazy,d4984fa6-dabf-409f-839f-76742ec71500,0b115d78b1c492092f8f2cd0c96267d8cdc0da60c707931f8f7c339eb84cbb6c
,287,danjuma-the-shocked,danjuma the shocked,A pensioneer who got told his bank is on distress,Male,hair: covered; eyes: white; teeth: white; clothing: wrapper across one shoulder; accessories: cap; expression: shocked; strength: hard worker; weakness: shyness,0187ca7f-f3b1-42ae-9e17-c46d58617608,a36ec914203c06fbf0ea74fa97b487388052088e78016f6b177033d89527c147
,288,yomi-the-fashionista,yomi the fashionista,Winner of the Lagos GT Bank fashion week.,Male,hair: covered; eyes: white; teeth: white; clothing: wrapper across one shoulder; accessories: cap; expression: shocked; strength: hard worker; weakness: lack of wealth,16d256ba-dc4e-4559-ae41-59779f351ad3,e20fc8cf8aeb23ff3694c213c78d9159c861c3978ce3aa0bf4785d4f3f0b4001
,289,ibu-the-importer,ibu the importer,A rich man who steps on people's toes,Male,hair: covered; eyes: light blue; teeth: white and a gold tooth; clothing: isi-agu; accessories: cap; expression: straight face; strength: wealth; weakness: irrational,d3edc876-3f2f-4699-a376-0787bb06c5d5,00b5d666922bd1aff925346eae14bdc5cdf028dd7965520cd7c18c1d36da3e1f
,290,massa-the-ghanian,massa the ghanian,A rich trader who loves giving back to the community,Male,hair: covered; eyes: closed; teeth: white; clothing: akan; accessories: cap; expression: happy; strength: wealth; weakness: irrational,9a9a5fbd-7a3c-469c-95f2-50303c2e9fc8,b812e03dc1cc7ac3fa5a514e09e53ae5121d79fd4572c43e6903dbeecfaf0cf5
,291,james-the-musician,james the musician,A Nigerian based musician who host shows,Male,hair: brown; eyes: closed; teeth: white; clothing: akan; accessories: none; expression: happy; strength: good voice; weakness: womanizer,0d4ad447-3836-47cd-8387-066b200cda01,c7acb4af0ed60fee61968e5a6ce9d3e3dd037f362f93e4c9efedef737a22c08b
,292,gbenga-titled-man,gbenga titled man,A chief who is very ambitious in his pursuits for fame,Male,hair: covered; eyes: light blue; teeth: white with a gold tooth; clothing: akan; accessories: none; expression: emotional; strength: friendly; weakness: deceitful,dc6c1a39-ec78-44ca-8296-68c6de7b5de4,ab1285061cf196f2006b1a174c4aaa899c0e12f834ec5c2d990880f1b714a701
,293,abaga-the-rapper,abaga the rapper,A flashy millionaire and a music rapper,Male,hair: covered;eyes: closed; teeth: white; clothing: dongri and yellow t-shirt; accessories: cap; expression: happy; strength: wealth; weakness: recklessness,c428411c-5a06-4b74-bd17-e53b76f9fc6c,5d48396605619285b2bf8bf81c50e23e0a7a7ffecd4abf910a445ff1a190ea04
,294,izuchukwu-the-fisherman,izuchukwu the fisherman,A fisherman who knows how to paddle well,Male,hair: covered; eyes: closed; teeth: white with a gap tooth; clothing: green shirt; accessories: cap; expression: dozzy; strength: great body-build; weakness: drunkard,15e1caf2-06b3-45d8-9b35-f95965b64e34,e0c47061089f8b8d78ac9f2a4269c2617c4c31c1c6ff8693fba15d75c1a4d92a
,295,mark-the-philanthropist,mark the philanthropist,A London based philantropist.,Male,hair: brown; eyes: white; teeth: closed; clothing: white and blue shirt; accessories: none; expression: irritated; strength: philanthropist; weakness: anger issues,b48cbd98-96c2-4ec4-9d17-2c798be5b90f,76837955ab699644f2a53394ffd52d59d809d45e87dc1770a7d05b3c578750f7
,296,desmond-the-politician,desmond the politician,A young politician who just became a minister,Male,hair: covered; eyes: grey; teeth: closed; clothing: yellow and purple agbada; accessories: ila; expression: smirk; strength: team player; weakness: deceitful,c52d4fbb-622b-4e2b-85a9-1a1d0f3d97d6,d012bcb24bf1c8647d14688517f53a14f3b094b636a75fe08eaa612f5a43c006
,297,okoro-the-bachelor,okoro the bachelor,A local palm wine tapper with hopes and dreams,Male,hair: covered; eyes: grey; teeth: white and a gold tooth; clothing: wrapper across one shoulder; accessories: cap; expression: pretense; strength: motivated; weakness: poor,e441439d-49a3-41eb-bf9d-3c7f98c268bf,bb859ff1ccfb7530d409923b5966d68165bb1bc1102f9d5515b9df81521805c7
,298,saro-the-clothemaker,saro the clothemaker,The yoruba man that stole the king's wife.,Male,hair: covered; eyes: grey; teeth: white; clothing: red and yellow agbada; accessories: cap; expression: straight face; strength: good-looking; weakness: womanizer,7e10af4e-1252-4f96-83a8-78411e152bae,cf6311490f0795b102c997ed8c39f78c657ba1ab72c53460a266d101e0abcdaa
,299,kalu-the-ichie,kalu the ichie,A man of wealth with afluence spreading all over the east,Male,hair: covered; eyes: sky-blue; teeth: white; clothing: orange plain and pattern shirt; accessories: cap; expression: happy; strength: wealth; weakness: pride,482ab247-73a4-4ff8-9172-732f3d0729b8,ca65d329374593bc0d8d96412e42a296e75bc99e1a333256a0dcd389a5cec549
,300,tamuno-the-prince,tamuno the prince,An Ijaw prince who is also the heir to the throne,Male,hair: covered; eyes: sky-blue; teeth: closed; clothing: akan;  accessories: cap; expression: straight-face; strength: caring; weakness: easily deceived,108447d1-f2d5-4816-8ebb-599286c3fabf,ffcb7ed4d1aa0a6b31aeef4df77059be12b4e9b07b21df74244fd152f6acd33f
TEAM SCALE,301,wendy-the -banker,wendy the  banker,"Wendy loves working in the bank, as she gets to meet different people.",Female,hair: dark red; eyes: blue; teeth:none; clothing: blue and yellow ankara; accessories: none; expression: shocked; strength: none; weakness: none ,1d51d23f-912a-4616-b265-2a4fd8f48260,6db16f71385dc07a7a97102e7859c621966461dc4581a4849ab5ede1df8cff2a
,302,uduak-the -dark horse,uduak the dark horse,Uduak looks innocent and has the whole apartment bugged,Female,hair: brown; eyes: blue; teeth:none; clothing: multi-colored ankara; accessories: none; expression: witty; strength: none; weakness: none ,4fc5ee8f-6b10-4a06-a799-317c9a8344e2,8af3513d391139a6016264846d63d26821290a48c203492600df4205281f8c77
,303,timeyin-the -eccentic,timeyin the eccentic,Timeyin is as eccentric as they come with no care for others opinions,Female,hair: brown; eyes: blue; teeth:none; clothing: multi-colored ankara; accessories: smoking pipe; expression: high; strength: none; weakness: none ,55aa2446-52d0-4b4e-af61-788784a29d8d,676f08db7f534bdd2f069cd078f18e711aed706b74246fe20468aa4c3ba9908b
,304,omawunmi-the -businesswoman,omawunmi the businesswoman,Omawunmi is a no-nonsense woman with a shop in idumota,Female,hair: pink; eyes: blue; teeth: white teeth; clothing: yellow ankara; accessories: none; expression: angry; strength: none; weakness: none ,678c63f7-69a5-4082-9dd2-cabf9234dbc4,1f4b374a823da99c3f026b9f92180f58aab3c702156bb561514895e77e95bd03
,305,halima-the-housewife,halima the housewife,Halima loves to bake and cook for her children,Female,hair: brown; eyes: blue; teeth: none; clothing: ankara designed with yellow red and green; accessories: none; expression: tired; strength: none; weakness: none ,2275b7d4-fee8-483f-adfb-517ec3f25f3d,a211d60d4299426496cf66f92d3bdcf65c147bef2b3af519d6cd82b375e52dce
,306,muna-the -block sister,muna the block sister,Muna loves to tell everyone in the block about her younger escapades,Female,hair: black; eyes: blue; teeth: none; clothing: wolf skin ankara; accessories: headgear; expression: shocked; strength: none; weakness: none ,86decb02-71e9-4826-bfdd-611db2f9d95e,a6f04e76658ee41928fce9a8b2c7bb19310f6ef2807b462279fe36773bed4783
,307,stella-the -gossip,stella the gossip,Nobody gossips on the block like stella when smoking.,Female,hair: red; eyes: covered eyes; teeth: none; clothing: black ankara with bright design; accessories: none; expression: calm; strength: none; weakness: none ,9d6d17db-eca7-462c-b975-214a93198914,7a4137388e9d6f37818eb52c695eb3c7a8d77be7feb36c858ef248b3461a48ac
,308,agbani-the-wannabe,agbani the wannabe,Agbani loves to shop antique decorations for her mansion in Idi-Iroko.,Female,hair: purple hair; eyes: covered eyes; teeth: none; clothing: blue one-armed dress; accessories: none; expression: happy; strength: none; weakness: none ,baab2dff-73fc-44f8-9c1b-3473018a1e32,6faf874f93a67684f56e19cf1cf0c954dcc58c644e635e863207b44696456c13
,309,asante-the -warrior,asante the warrior,Asante came from a long line of warriors in Ghana.,Female,hair: pink braids; eyes: covered eyes; teeth: none; clothing: one-armed brightly colored dress; accessories: none; expression: calm; strength: none; weakness: none ,c7a25f63-441e-49db-9718-6f48dfcb6b7d,1bb06ed1f44f4450a10ce940631a83b3f82cf2fea45d53e6dc1f8fd16da6b59e
,310,hilda-the -insomaniac,hilda the insomaniac,Hilda prefers to sleep during the day.,Female,hair: pink; eyes: covered eyes; teeth: none; clothing: multi colored ankara; accessories: none; expression:calm; strength: none; weakness: none,10d02fba-84c8-40bd-b7d6-f27d9431be7f,3ffa643fd8f2d98fb85ce50727df977824ec8d2188bc4cd7d0cda2d69137ddfc
,311,sisi yemi-the -street aunty,sisi yemi the street aunty,Sisi Yemi is everyone's favourite street aunty.,Female,hair: dark brown; eyes: brown eyes; teeth: none; clothing: blue and yellow ankara; accessories: none; expression: shocked; strength: none; weakness: none ,196bd3ac-165d-4c28-bb43-fdc4e95d3e7b,b5e5dab78b5330741ba4b657cd8bd219ff3f8d73658eab70ff1ef82aea48eff9
,312,chiamaka-the -bully,chiamaka the bully,Chiamaka hates people in her business and likes to scare the kids on the block.,Female,hair: pink; eyes: brown; teeth: none; clothing: multi-colored ankara; accessories: smoking pipe; expression: strong; strength: none; weakness: none ,10f44a39-9d46-43e1-a650-b288fcef2564,22c924c37ca532bd3bd2fc76cce0577c07910916b5e60b08ad3cf4758c3a1f9a
,313,gift-the-fashionista,gift the fashionista,Gift has always been bold and that spreads to her fashion sense too.,Female,hair: brown; eyes: brown; teeth :none; clothing: multi-colored ankara; accessories: none; expression: witty; strength: none; weakness: none ,0775764b-bd66-45eb-95db-ed0bc3b4ce96,d871c10f3ef3c54ddb43200a1a1e89f310f8592219cc84d08e3013f5091b5379
,314,omoyene-the-weirdo,omoyene the weirdo,Omoyene likes to murmur to herself and talks about seeing ghosts.,Female,hair: brown; eyes: brown; teeth: none; clothing: yellow ankara; accessories: none; expression: calm; strength: none; weakness: none ,f937a43e-4068-4239-81fc-2d38b805bb24,6d2d131638d71a7660a0d758495e574d655b0f7e76a73763b2787eb17a1904a9
,315,maria-the -freshface,maria the freshface,Maria likes to believe the world is sunshine and rainbows while blowing gum.,Female,hair: pink; eyes: brown eyes; teeth: white teeth; clothing: yellow green and red ankara; accessories: none; expression: furious; strength: none; weakness: none ,ad9e356a-eac3-4b88-ab26-d5b160480f79,61b4c3c912c35c7ad890401d3aa7bfd2337832a1d955cc7d17efaf0cbe434bb9
,316,monica-the -smoker,monica the smoker,Monica is never found without a pipe and loves to interject in every conversation.,Female,hair: grey; eyes: covered eyes; teeth: none; clothing: black ankara with bright designs; accessories: yellow glasses; expression: hip; strength: none; weakness: none ,328fcef2-81c3-4620-9446-c472ba7495ea,1298b77e79e3fd50d4f5ca9f73294e9eab91499bd0294052dbd7c40c72a37f38
,317,janet -is always -found singing ,janet the singer,Janet is always found singing in whatever activity she’s doing.,Female,hair: purple; eyes: covered eyes; teeth: none; clothing: yellow and blue ankara; accessories: yellow glasses; expression: cool; strength: none; weakness: none ,50393214-af0c-4e21-88f7-5c031c46a8b4,bffd43f2b9418f4d7980044cf127a1b4672155637c4bd42a371b1e081e7e9d47
,318,emi-the-reggae-girl,emi the reggae girl,EMi is a beautiful dancer; she rules the reggae world.,Female,hair:pink braids; eyes: covered eyes; teeth: none; clothing: multicolored ankara; accessories: yellow glasses; expression: happy; strength: none; weakness: none ,a5435181-91be-47eb-9df1-002115e1fbdd,dd42599b57f46e6b51b6ae10a1c35ce596e7a580fa58d54aaf5122ef1c700642
,319,aisha-love-the-life-of-the-party,aisha love the life of the party,Aisha always party during the weekend.,Female,hair: red; eyes: covered eyes; teeth: none; clothing: wolf skin ankara; accessories: yellow glasses; expression: hip; strength: none; weakness: none ,04eb2777-ccee-411d-be96-dfd02605b329,fef9e6aebb6617215fc830c579a11a5a8719c2a9196bd30708eedba9f6f19523
,320,amaka-the-tailor,amaka the tailor,She sews the most beautiful dress in the hood.,Female,hair: grey; eyes: covered eyes; teeth: none; clothing: black dress; accessories: yellow glasses; expression: happy; strength: none; weakness: none ,df0f57cd-1b63-4345-a5e3-1ee60d81d98c,5156663a076c1d698859ccedabf5e955985ea7ad928f5a2729458ad079cefc1c
TEAM SANDPAPER,321,omunyinyi-the-stoic,omunyinyi the stoic,Omunyinyi wears a Kitenge coat.,Male,hair: bald; eyes: teary; teeth: none; clothing: checked ankara; accessories: none; expression: teary; strength: powerful; weakness: self-loathing,c2d6a3ac-1d4d-4268-ba7f-4f0f8f50c1ab,2ee870e28fbf3100bc4522ca8c58ecd751e4b405760e76fddd60a4ab64067a14
,322,kamau-the-sleeper,kamau the sleeper,Kamau has his eyes closed as he meditates.,Male,hair: bald; eyes: closed; teeth:  none;  clothing: black ankara; accessories: none; expression: flat; strength: open to suggestion; weakness: always sleepy,20330f5c-40c2-4f6a-b9d8-d1d04fb97daf,b0d364db30e2c101dbaa2bd6a4331ba46112b0bb8ccce0aa38e50bffce8fc012
,323,mutiso-the-lastborn,mutiso the lastborn,Mutiso is masked up but dozes off while waiting for food. ,Male,hair: bald; eyes: closed; teeth: none;  clothing: yellow ankara; accessories: none;  expression: tired; strength: consistency; weakness: pessismist,0706c338-42eb-4d26-84ea-c24b39628200,4eeeff7dd3e1c7c9e1ef05bddff3864e53be620742131c5e259f0b60c6d0548e
